territori,tipus_de_territori,nacionalitat_espanya_ue_resta_estranger,any,poblacio
el raval,Barri,Resta del món,2006,20015.0
el raval,Barri,No consta,2006,22.0
el barri gotic,Barri,Espanya,2006,11891.0
el barri gotic,Barri,Resta de la Unió Europea,2006,2383.0
el barri gotic,Barri,Resta del món,2006,13254.0
el barri gotic,Barri,No consta,2006,28.0
la barceloneta,Barri,Espanya,2006,12010.0
la barceloneta,Barri,Resta de la Unió Europea,2006,874.0
la barceloneta,Barri,Resta del món,2006,2957.0
la barceloneta,Barri,No consta,2006,22.0
sant pere santa caterina i la ribera,Barri,Espanya,2006,15237.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2006,1964.0
sant pere santa caterina i la ribera,Barri,Resta del món,2006,6028.0
sant pere santa caterina i la ribera,Barri,No consta,2006,11.0
el fort pienc,Barri,Espanya,2006,26237.0
el fort pienc,Barri,Resta de la Unió Europea,2006,1161.0
el fort pienc,Barri,Resta del món,2006,4086.0
el fort pienc,Barri,No consta,2006,21.0
la sagrada familia,Barri,Espanya,2006,44445.0
la sagrada familia,Barri,Resta de la Unió Europea,2006,1390.0
la sagrada familia,Barri,Resta del món,2006,6676.0
la sagrada familia,Barri,No consta,2006,30.0
la dreta de leixample,Barri,Espanya,2006,35871.0
la dreta de leixample,Barri,Resta de la Unió Europea,2006,2387.0
la dreta de leixample,Barri,Resta del món,2006,4598.0
la dreta de leixample,Barri,No consta,2006,32.0
lantiga esquerra de leixample,Barri,Espanya,2006,34601.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2006,1911.0
lantiga esquerra de leixample,Barri,Resta del món,2006,5215.0
lantiga esquerra de leixample,Barri,No consta,2006,25.0
la nova esquerra de leixample,Barri,Espanya,2006,49965.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2006,1916.0
la nova esquerra de leixample,Barri,Resta del món,2006,7326.0
la nova esquerra de leixample,Barri,No consta,2006,14.0
sant antoni,Barri,Espanya,2006,32091.0
sant antoni,Barri,Resta de la Unió Europea,2006,1345.0
sant antoni,Barri,Resta del món,2006,4833.0
sant antoni,Barri,No consta,2006,6.0
el poble sec,Barri,Espanya,2006,29708.0
el poble sec,Barri,Resta de la Unió Europea,2006,1328.0
el poble sec,Barri,Resta del món,2006,9277.0
el poble sec,Barri,No consta,2006,6.0
la marina del prat vermell,Barri,Espanya,2006,1176.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2006,
la marina del prat vermell,Barri,Resta del món,2006,69.0
la marina del prat vermell,Barri,No consta,2006,
la marina de port,Barri,Espanya,2006,25938.0
la marina de port,Barri,Resta de la Unió Europea,2006,285.0
la marina de port,Barri,Resta del món,2006,3355.0
la marina de port,Barri,No consta,2006,7.0
la font de la guatlla,Barri,Espanya,2006,8462.0
la font de la guatlla,Barri,Resta de la Unió Europea,2006,224.0
la font de la guatlla,Barri,Resta del món,2006,1469.0
la font de la guatlla,Barri,No consta,2006,
hostafrancs,Barri,Espanya,2006,12868.0
hostafrancs,Barri,Resta de la Unió Europea,2006,384.0
hostafrancs,Barri,Resta del món,2006,2589.0
hostafrancs,Barri,No consta,2006,
la bordeta,Barri,Espanya,2006,16321.0
la bordeta,Barri,Resta de la Unió Europea,2006,262.0
la bordeta,Barri,Resta del món,2006,2126.0
la bordeta,Barri,No consta,2006,
sants badal,Barri,Espanya,2006,20757.0
sants badal,Barri,Resta de la Unió Europea,2006,372.0
sants badal,Barri,Resta del món,2006,3399.0
sants badal,Barri,No consta,2006,17.0
sants,Barri,Espanya,2006,34011.0
sants,Barri,Resta de la Unió Europea,2006,755.0
sants,Barri,Resta del món,2006,5484.0
sants,Barri,No consta,2006,14.0
les corts,Barri,Espanya,2006,42005.0
les corts,Barri,Resta de la Unió Europea,2006,1092.0
les corts,Barri,Resta del món,2006,3591.0
les corts,Barri,No consta,2006,10.0
la maternitat i sant ramon,Barri,Espanya,2006,21764.0
la maternitat i sant ramon,Barri,Resta de la Unió Europea,2006,496.0
la maternitat i sant ramon,Barri,Resta del món,2006,2014.0
la maternitat i sant ramon,Barri,No consta,2006,
pedralbes,Barri,Espanya,2006,9860.0
pedralbes,Barri,Resta de la Unió Europea,2006,807.0
pedralbes,Barri,Resta del món,2006,1013.0
pedralbes,Barri,No consta,2006,16.0
vallvidrera el tibidabo i les planes,Barri,Espanya,2006,3434.0
vallvidrera el tibidabo i les planes,Barri,Resta de la Unió Europea,2006,221.0
vallvidrera el tibidabo i les planes,Barri,Resta del món,2006,223.0
vallvidrera el tibidabo i les planes,Barri,No consta,2006,
sarria,Barri,Espanya,2006,20546.0
sarria,Barri,Resta de la Unió Europea,2006,1081.0
sarria,Barri,Resta del món,2006,1698.0
sarria,Barri,No consta,2006,5.0
les tres torres,Barri,Espanya,2006,13767.0
les tres torres,Barri,Resta de la Unió Europea,2006,607.0
les tres torres,Barri,Resta del món,2006,926.0
les tres torres,Barri,No consta,2006,
sant gervasi la bonanova,Barri,Espanya,2006,21521.0
sant gervasi la bonanova,Barri,Resta de la Unió Europea,2006,725.0
sant gervasi la bonanova,Barri,Resta del món,2006,1441.0
sant gervasi la bonanova,Barri,No consta,2006,7.0
sant gervasi galvany,Barri,Espanya,2006,41252.0
sant gervasi galvany,Barri,Resta de la Unió Europea,2006,1797.0
sant gervasi galvany,Barri,Resta del món,2006,3425.0
sant gervasi galvany,Barri,No consta,2006,18.0
el putxet i el farro,Barri,Espanya,2006,25194.0
el putxet i el farro,Barri,Resta de la Unió Europea,2006,1186.0
el putxet i el farro,Barri,Resta del món,2006,2490.0
el putxet i el farro,Barri,No consta,2006,9.0
vallcarca i els penitents,Barri,Espanya,2006,13516.0
vallcarca i els penitents,Barri,Resta de la Unió Europea,2006,555.0
vallcarca i els penitents,Barri,Resta del món,2006,1590.0
vallcarca i els penitents,Barri,No consta,2006,8.0
el coll,Barri,Espanya,2006,6298.0
el coll,Barri,Resta de la Unió Europea,2006,193.0
el coll,Barri,Resta del món,2006,710.0
el coll,Barri,No consta,2006,
la salut,Barri,Espanya,2006,11821.0
la salut,Barri,Resta de la Unió Europea,2006,394.0
la salut,Barri,Resta del món,2006,936.0
la salut,Barri,No consta,2006,8.0
la vila de gracia,Barri,Espanya,2006,42153.0
la vila de gracia,Barri,Resta de la Unió Europea,2006,2518.0
la vila de gracia,Barri,Resta del món,2006,5517.0
la vila de gracia,Barri,No consta,2006,39.0
el camp den grassot i gracia nova,Barri,Espanya,2006,30975.0
el camp den grassot i gracia nova,Barri,Resta de la Unió Europea,2006,964.0
el camp den grassot i gracia nova,Barri,Resta del món,2006,3197.0
el camp den grassot i gracia nova,Barri,No consta,2006,
el baix guinardo,Barri,Espanya,2006,22620.0
el baix guinardo,Barri,Resta de la Unió Europea,2006,528.0
el baix guinardo,Barri,Resta del món,2006,2703.0
el baix guinardo,Barri,No consta,2006,6.0
can baro,Barri,Espanya,2006,8040.0
can baro,Barri,Resta de la Unió Europea,2006,170.0
can baro,Barri,Resta del món,2006,731.0
can baro,Barri,No consta,2006,
el guinardo,Barri,Espanya,2006,31090.0
el guinardo,Barri,Resta de la Unió Europea,2006,622.0
el guinardo,Barri,Resta del món,2006,3649.0
el guinardo,Barri,No consta,2006,9.0
la font den fargues,Barri,Espanya,2006,9104.0
la font den fargues,Barri,Resta de la Unió Europea,2006,107.0
la font den fargues,Barri,Resta del món,2006,359.0
la font den fargues,Barri,No consta,2006,
el carmel,Barri,Espanya,2006,28808.0
el carmel,Barri,Resta de la Unió Europea,2006,282.0
el carmel,Barri,Resta del món,2006,3519.0
el carmel,Barri,No consta,2006,
la teixonera,Barri,Espanya,2006,10307.0
la teixonera,Barri,Resta de la Unió Europea,2006,139.0
la teixonera,Barri,Resta del món,2006,1480.0
la teixonera,Barri,No consta,2006,
sant genis dels agudells,Barri,Espanya,2006,6321.0
sant genis dels agudells,Barri,Resta de la Unió Europea,2006,115.0
sant genis dels agudells,Barri,Resta del món,2006,700.0
sant genis dels agudells,Barri,No consta,2006,
montbau,Barri,Espanya,2006,4697.0
montbau,Barri,Resta de la Unió Europea,2006,53.0
montbau,Barri,Resta del món,2006,520.0
montbau,Barri,No consta,2006,
la vall dhebron,Barri,Espanya,2006,4978.0
la vall dhebron,Barri,Resta de la Unió Europea,2006,90.0
la vall dhebron,Barri,Resta del món,2006,596.0
la vall dhebron,Barri,No consta,2006,
la clota,Barri,Espanya,2006,414.0
la clota,Barri,Resta de la Unió Europea,2006,6.0
la clota,Barri,Resta del món,2006,66.0
horta,Barri,Espanya,2006,24534.0
horta,Barri,Resta de la Unió Europea,2006,283.0
horta,Barri,Resta del món,2006,1706.0
horta,Barri,No consta,2006,
vilapicina i la torre llobeta,Barri,Espanya,2006,22773.0
vilapicina i la torre llobeta,Barri,Resta de la Unió Europea,2006,254.0
vilapicina i la torre llobeta,Barri,Resta del món,2006,2695.0
vilapicina i la torre llobeta,Barri,No consta,2006,
porta,Barri,Espanya,2006,20827.0
porta,Barri,Resta de la Unió Europea,2006,202.0
porta,Barri,Resta del món,2006,2277.0
porta,Barri,No consta,2006,9.0
el turo de la peira,Barri,Espanya,2006,12072.0
el turo de la peira,Barri,Resta de la Unió Europea,2006,115.0
el turo de la peira,Barri,Resta del món,2006,2976.0
el turo de la peira,Barri,No consta,2006,
can peguera,Barri,Espanya,2006,2060.0
can peguera,Barri,Resta de la Unió Europea,2006,
can peguera,Barri,Resta del món,2006,66.0
la guineueta,Barri,Espanya,2006,14711.0
la guineueta,Barri,Resta de la Unió Europea,2006,110.0
la guineueta,Barri,Resta del món,2006,873.0
la guineueta,Barri,No consta,2006,
canyelles,Barri,Espanya,2006,7267.0
canyelles,Barri,Resta de la Unió Europea,2006,35.0
canyelles,Barri,Resta del món,2006,292.0
canyelles,Barri,No consta,2006,
les roquetes,Barri,Espanya,2006,13138.0
les roquetes,Barri,Resta de la Unió Europea,2006,93.0
les roquetes,Barri,Resta del món,2006,2600.0
les roquetes,Barri,No consta,2006,
verdun,Barri,Espanya,2006,10457.0
verdun,Barri,Resta de la Unió Europea,2006,89.0
verdun,Barri,Resta del món,2006,1625.0
verdun,Barri,No consta,2006,
la prosperitat,Barri,Espanya,2006,23563.0
la prosperitat,Barri,Resta de la Unió Europea,2006,136.0
la prosperitat,Barri,Resta del món,2006,3066.0
la prosperitat,Barri,No consta,2006,5.0
la trinitat nova,Barri,Espanya,2006,6650.0
la trinitat nova,Barri,Resta de la Unió Europea,2006,44.0
la trinitat nova,Barri,Resta del món,2006,1264.0
la trinitat nova,Barri,No consta,2006,
torre baro,Barri,Espanya,2006,1973.0
torre baro,Barri,Resta de la Unió Europea,2006,12.0
torre baro,Barri,Resta del món,2006,174.0
torre baro,Barri,No consta,2006,
ciutat meridiana,Barri,Espanya,2006,7497.0
ciutat meridiana,Barri,Resta de la Unió Europea,2006,64.0
ciutat meridiana,Barri,Resta del món,2006,2936.0
ciutat meridiana,Barri,No consta,2006,
vallbona,Barri,Espanya,2006,1094.0
vallbona,Barri,Resta de la Unió Europea,2006,17.0
vallbona,Barri,Resta del món,2006,116.0
vallbona,Barri,No consta,2006,
la trinitat vella,Barri,Espanya,2006,6963.0
la trinitat vella,Barri,Resta de la Unió Europea,2006,76.0
la trinitat vella,Barri,Resta del món,2006,2731.0
la trinitat vella,Barri,No consta,2006,
baro de viver,Barri,Espanya,2006,2302.0
baro de viver,Barri,Resta de la Unió Europea,2006,11.0
baro de viver,Barri,Resta del món,2006,108.0
baro de viver,Barri,No consta,2006,
el bon pastor,Barri,Espanya,2006,10604.0
el bon pastor,Barri,Resta de la Unió Europea,2006,70.0
el bon pastor,Barri,Resta del món,2006,1367.0
el bon pastor,Barri,No consta,2006,
sant andreu,Barri,Espanya,2006,51253.0
sant andreu,Barri,Resta de la Unió Europea,2006,497.0
sant andreu,Barri,Resta del món,2006,3767.0
sant andreu,Barri,No consta,2006,7.0
la sagrera,Barri,Espanya,2006,25624.0
la sagrera,Barri,Resta de la Unió Europea,2006,276.0
la sagrera,Barri,Resta del món,2006,2928.0
la sagrera,Barri,No consta,2006,
el congres i els indians,Barri,Espanya,2006,12428.0
el congres i els indians,Barri,Resta de la Unió Europea,2006,153.0
el congres i els indians,Barri,Resta del món,2006,1324.0
el congres i els indians,Barri,No consta,2006,
navas,Barri,Espanya,2006,19082.0
navas,Barri,Resta de la Unió Europea,2006,270.0
navas,Barri,Resta del món,2006,2301.0
navas,Barri,No consta,2006,14.0
el camp de larpa del clot,Barri,Espanya,2006,33087.0
el camp de larpa del clot,Barri,Resta de la Unió Europea,2006,756.0
el camp de larpa del clot,Barri,Resta del món,2006,5042.0
el camp de larpa del clot,Barri,No consta,2006,13.0
el clot,Barri,Espanya,2006,23618.0
el clot,Barri,Resta de la Unió Europea,2006,433.0
el clot,Barri,Resta del món,2006,2817.0
el clot,Barri,No consta,2006,
el parc i la llacuna del poblenou,Barri,Espanya,2006,11032.0
el parc i la llacuna del poblenou,Barri,Resta de la Unió Europea,2006,438.0
el parc i la llacuna del poblenou,Barri,Resta del món,2006,1858.0
el parc i la llacuna del poblenou,Barri,No consta,2006,13.0
la vila olimpica del poblenou,Barri,Espanya,2006,7302.0
la vila olimpica del poblenou,Barri,Resta de la Unió Europea,2006,596.0
la vila olimpica del poblenou,Barri,Resta del món,2006,734.0
la vila olimpica del poblenou,Barri,No consta,2006,25.0
el poblenou,Barri,Espanya,2006,25519.0
el poblenou,Barri,Resta de la Unió Europea,2006,863.0
el poblenou,Barri,Resta del món,2006,3195.0
el poblenou,Barri,No consta,2006,
diagonal mar i el front maritim del poblenou,Barri,Espanya,2006,8114.0
diagonal mar i el front maritim del poblenou,Barri,Resta de la Unió Europea,2006,396.0
diagonal mar i el front maritim del poblenou,Barri,Resta del món,2006,768.0
diagonal mar i el front maritim del poblenou,Barri,No consta,2006,6.0
el besos i el maresme,Barri,Espanya,2006,18212.0
el besos i el maresme,Barri,Resta de la Unió Europea,2006,163.0
el besos i el maresme,Barri,Resta del món,2006,4016.0
el besos i el maresme,Barri,No consta,2006,12.0
provencals del poblenou,Barri,Espanya,2006,16263.0
provencals del poblenou,Barri,Resta de la Unió Europea,2006,253.0
provencals del poblenou,Barri,Resta del món,2006,1670.0
provencals del poblenou,Barri,No consta,2006,
sant marti de provencals,Barri,Espanya,2006,24183.0
sant marti de provencals,Barri,Resta de la Unió Europea,2006,281.0
sant marti de provencals,Barri,Resta del món,2006,1968.0
sant marti de provencals,Barri,No consta,2006,
la verneda i la pau,Barri,Espanya,2006,27339.0
la verneda i la pau,Barri,Resta de la Unió Europea,2006,178.0
la verneda i la pau,Barri,Resta del món,2006,2271.0
la verneda i la pau,Barri,No consta,2006,
el raval,Barri,Espanya,2007,25156.0
el raval,Barri,Resta de la Unió Europea,2007,3172.0
el raval,Barri,Resta del món,2007,17719.0
el raval,Barri,No consta,2007,14.0
el barri gotic,Barri,Espanya,2007,11752.0
el barri gotic,Barri,Resta de la Unió Europea,2007,3396.0
el barri gotic,Barri,Resta del món,2007,12497.0
el barri gotic,Barri,No consta,2007,18.0
la barceloneta,Barri,Espanya,2007,11740.0
la barceloneta,Barri,Resta de la Unió Europea,2007,1259.0
la barceloneta,Barri,Resta del món,2007,2626.0
la barceloneta,Barri,No consta,2007,21.0
sant pere santa caterina i la ribera,Barri,Espanya,2007,14922.0
sant pere santa caterina i la ribera,Barri,Resta de la Unió Europea,2007,2497.0
sant pere santa caterina i la ribera,Barri,Resta del món,2007,4988.0
sant pere santa caterina i la ribera,Barri,No consta,2007,15.0
el fort pienc,Barri,Espanya,2007,26013.0
el fort pienc,Barri,Resta de la Unió Europea,2007,1534.0
el fort pienc,Barri,Resta del món,2007,3553.0
el fort pienc,Barri,No consta,2007,21.0
la sagrada familia,Barri,Espanya,2007,44005.0
la sagrada familia,Barri,Resta de la Unió Europea,2007,1930.0
la sagrada familia,Barri,Resta del món,2007,5842.0
la sagrada familia,Barri,No consta,2007,24.0
la dreta de leixample,Barri,Espanya,2007,35497.0
la dreta de leixample,Barri,Resta de la Unió Europea,2007,2945.0
la dreta de leixample,Barri,Resta del món,2007,3810.0
la dreta de leixample,Barri,No consta,2007,25.0
lantiga esquerra de leixample,Barri,Espanya,2007,34425.0
lantiga esquerra de leixample,Barri,Resta de la Unió Europea,2007,2417.0
lantiga esquerra de leixample,Barri,Resta del món,2007,4348.0
lantiga esquerra de leixample,Barri,No consta,2007,23.0
la nova esquerra de leixample,Barri,Espanya,2007,49389.0
la nova esquerra de leixample,Barri,Resta de la Unió Europea,2007,2441.0
la nova esquerra de leixample,Barri,Resta del món,2007,6150.0
la nova esquerra de leixample,Barri,No consta,2007,18.0
sant antoni,Barri,Espanya,2007,31729.0
sant antoni,Barri,Resta de la Unió Europea,2007,1904.0
sant antoni,Barri,Resta del món,2007,4150.0
sant antoni,Barri,No consta,2007,5.0
el poble sec,Barri,Espanya,2007,29486.0
el poble sec,Barri,Resta de la Unió Europea,2007,1781.0
el poble sec,Barri,Resta del món,2007,8179.0
el poble sec,Barri,No consta,2007,7.0
la marina del prat vermell,Barri,Espanya,2007,1132.0
la marina del prat vermell,Barri,Resta de la Unió Europea,2007,5.0
la marina del prat vermell,Barri,Resta del món,2007,68.0
la marina del prat vermell,Barri,No consta,2007,
la marina de port,Barri,Espanya,2007,25770.0
la marina de port,Barri,Resta de la Unió Europea,2007,500.0
la marina de port,Barri,Resta del món,2007,3155.0
la marina de port,Barri,No consta,2007,5.0
la font de la guatlla,Barri,Espanya,2007,8367.0
la font de la guatlla,Barri,Resta de la Unió Europea,2007,321.0
la font de la guatlla,Barri,Resta del món,2007,1441.0
la font de la guatlla,Barri,No consta,2007,
hostafrancs,Barri,Espanya,2007,12762.0
hostafrancs,Barri,Resta de la Unió Europea,2007,594.0
hostafrancs,Barri,Resta del món,2007,2251.0
hostafrancs,Barri,No consta,2007,5.0
la bordeta,Barri,Espanya,2007,16278.0
la bordeta,Barri,Resta de la Unió Europea,2007,396.0
la bordeta,Barri,Resta del món,2007,1974.0
la bordeta,Barri,No consta,2007,
